-2.144	          0.000
-2.095	          0.000
-2.047	          0.000
-1.998	          0.000
-1.950	          0.000
-1.901	          0.000
-1.852	          0.000
-1.804	          0.000
-1.755	          0.000
-1.708	          0.000
-1.660	          0.000
-1.611	          0.000
-1.563	          0.000
-1.514	          0.000
-1.466	          0.000
-1.417	          0.000
-1.369	          0.000
-1.322	          0.000
-1.273	          0.000
-1.225	          0.000
-1.176	          0.000
-1.128	          0.000
-1.079	          0.000
-1.031	          0.000
-0.982	          0.000
-0.933	          0.000
-0.884	          0.000
-0.836	          0.000
-0.787	          0.000
-0.740	          0.000
-0.692	          0.000
-0.643	          0.000
-0.595	          0.000
-0.547	          0.000
-0.498	          0.000
-0.449	          0.000
-0.401	          0.000
-0.354	          0.000
-0.305	          0.000
-0.257	          0.000
-0.208	          0.000
-0.160	          0.000
-0.112	          0.000
-0.063	          0.000
-0.014	          0.000
0.035	          0.000
0.083	          0.000
0.132	          0.000
0.180	          0.000
0.227	          0.001
0.272	          0.003
0.314	          0.006
0.349	          0.013
0.376	          0.023
0.397	          0.037
0.412	          0.053
0.424	          0.072
0.434	          0.091
0.443	          0.111
0.450	          0.131
0.457	          0.152
0.463	          0.173
0.468	          0.195
0.474	          0.216
0.478	          0.238
0.483	          0.261
0.487	          0.283
0.491	          0.306
0.494	          0.328
0.498	          0.351
0.501	          0.373
0.504	          0.396
0.507	          0.419
0.509	          0.441
0.512	          0.464
0.515	          0.487
0.517	          0.510
0.519	          0.533
0.522	          0.556
0.524	          0.580
0.526	          0.603
0.528	          0.625
0.530	          0.648
0.532	          0.672
0.533	          0.696
0.535	          0.719
0.537	          0.743
0.538	          0.766
0.540	          0.789
0.541	          0.813
0.543	          0.837
0.544	          0.860
0.546	          0.883
0.547	          0.906
0.549	          0.930
0.550	          0.954
0.551	          0.977
0.552	          1.000
0.554	          1.024
0.555	          1.048
0.559	          1.095
0.560	          1.158
0.561	          1.184
0.562	          1.210
0.563	          1.236
0.564	          1.260
0.565	          1.285
0.566	          1.310
0.567	          1.334
0.568	          1.359
0.569	          1.383
0.570	          1.408
0.571	          1.431
0.572	          1.456
0.573	          1.481
0.574	          1.506
0.574	          1.530
0.575	          1.554
0.576	          1.575
0.575	          1.599
0.576	          1.569
0.577	          1.593
0.577	          1.617
0.578	          1.641
0.579	          1.668
0.580	          1.692
0.580	          1.716
0.581	          1.740
0.582	          1.764
0.582	          1.788
0.583	          1.812
0.584	          1.835
0.584	          1.859
0.585	          1.883
0.586	          1.907
0.586	          1.931
0.587	          1.954
0.588	          1.978
0.588	          2.002
