         -0.718	         -9.815
         -0.718	         -9.715
         -0.717	         -9.620
         -0.717	         -9.525
         -0.716	         -9.430
         -0.716	         -9.330
         -0.715	         -9.235
         -0.715	         -9.140
         -0.714	         -9.045
         -0.714	         -8.950
         -0.714	         -8.850
         -0.713	         -8.755
         -0.713	         -8.660
         -0.712	         -8.560
         -0.712	         -8.465
         -0.712	         -8.370
         -0.711	         -8.270
         -0.711	         -8.175
         -0.711	         -8.075
         -0.710	         -7.980
         -0.710	         -7.885
         -0.710	         -7.785
         -0.709	         -7.690
         -0.709	         -7.595
         -0.709	         -7.500
         -0.708	         -7.400
         -0.708	         -7.305
         -0.707	         -7.210
         -0.707	         -7.110
         -0.707	         -7.015
         -0.706	         -6.920
         -0.706	         -6.820
         -0.706	         -6.725
         -0.705	         -6.630
         -0.705	         -6.535
         -0.704	         -6.435
         -0.704	         -6.340
         -0.704	         -6.240
         -0.703	         -6.145
         -0.703	         -6.050
         -0.702	         -5.950
         -0.702	         -5.855
         -0.702	         -5.760
         -0.701	         -5.660
         -0.701	         -5.565
         -0.700	         -5.471
         -0.700	         -5.375
         -0.699	         -5.279
         -0.699	         -5.182
         -0.698	         -5.086
         -0.698	         -4.989
         -0.697	         -4.892
         -0.697	         -4.796
         -0.696	         -4.699
         -0.695	         -4.604
         -0.695	         -4.506
         -0.694	         -4.414
         -0.694	         -4.318
         -0.693	         -4.221
         -0.693	         -4.125
         -0.692	         -4.029
         -0.691	         -3.932
         -0.691	         -3.836
         -0.690	         -3.739
         -0.689	         -3.643
         -0.688	         -3.546
         -0.688	         -3.447
         -0.687	         -3.352
         -0.686	         -3.255
         -0.685	         -3.159
         -0.684	         -3.062
         -0.683	         -2.966
         -0.683	         -2.870
         -0.682	         -2.773
         -0.681	         -2.678
         -0.680	         -2.581
         -0.678	         -2.485
         -0.677	         -2.389
         -0.676	         -2.292
         -0.675	         -2.197
         -0.674	         -2.100
         -0.672	         -2.004
         -0.671	         -1.908
         -0.670	         -1.812
         -0.668	         -1.716
         -0.666	         -1.621
         -0.665	         -1.522
         -0.663	         -1.427
         -0.661	         -1.331
         -0.658	         -1.236
         -0.656	         -1.139
         -0.653	         -1.044
         -0.650	         -0.949
         -0.647	         -0.854
         -0.643	         -0.759
         -0.639	         -0.664
         -0.634	         -0.570
         -0.629	         -0.477
         -0.621	         -0.383
         -0.612	         -0.292
         -0.599	         -0.201
         -0.578	         -0.114
         -0.535	         -0.040
         -0.414	         -0.003
         -0.228	          0.000
         -0.034	          0.000
          0.161	          0.000
          0.355	          0.000
          0.548	          0.000
          0.742	          0.000
          0.935	          0.000
          1.129	          0.000
          1.320	          0.002
          1.506	          0.005
          1.685	          0.012
          1.850	          0.026
          1.997	          0.050
          2.125	          0.083
          2.234	          0.125
          2.328	          0.175
          2.409	          0.231
          2.481	          0.292
          2.543	          0.358
          2.599	          0.426
          2.650	          0.498
          2.695	          0.572
          2.738	          0.649
          2.777	          0.728
          2.813	          0.806
          2.846	          0.886
          2.877	          0.967
          2.906	          1.050
          2.934	          1.133
          2.960	          1.216
          2.985	          1.301
          3.008	          1.386
          3.030	          1.472
          3.051	          1.558
          3.072	          1.645
          3.091	          1.732
          3.110	          1.819
          3.128	          1.907
          3.145	          1.995
          3.162	          2.083
          3.178	          2.172
          3.193	          2.260
          3.209	          2.353
          3.223	          2.442
          3.237	          2.532
          3.251	          2.622
          3.264	          2.712
          3.277	          2.803
          3.290	          2.893
          3.302	          2.984
          3.313	          3.075
          3.325	          3.166
          3.336	          3.255
          3.346	          3.346
          3.357	          3.437
          3.367	          3.529
          3.378	          3.620
          3.387	          3.713
          3.397	          3.805
          3.407	          3.897
          3.416	          3.990
          3.425	          4.081
          3.434	          4.174
          3.442	          4.266
          3.451	          4.359
          3.459	          4.452
          3.467	          4.544
          3.475	          4.638
          3.483	          4.731
          3.491	          4.823
          3.499	          4.916
          3.506	          5.008
          3.513	          5.105
          3.520	          5.198
          3.527	          5.291
          3.534	          5.385
          3.541	          5.478
          3.548	          5.572
          3.554	          5.665
          3.561	          5.758
          3.567	          5.853
          3.573	          5.946
          3.579	          6.110
          3.585	          6.135
          3.591	          6.225
          3.597	          6.320
          3.603	          6.415
          3.609	          6.510
          3.614	          6.605
          3.620	          6.695
          3.625	          6.790
          3.631	          6.885
          3.636	          6.980
          3.641	          7.075
          3.646	          7.170
          3.651	          7.265
          3.656	          7.355
          3.661	          7.450
          3.666	          7.545
          3.671	          7.640
          3.676	          7.735
          3.680	          7.830
          3.685	          7.920
          3.689	          8.015
          3.694	          8.110
          3.698	          8.205
          3.703	          8.300
          3.707	          8.395
          3.711	          8.490
          3.716	          8.585
          3.720	          8.680
          3.724	          8.775
          3.728	          8.870
          3.732	          8.965
          3.736	          9.060
          3.740	          9.150
          3.744	          9.245
          3.748	          9.340
          3.752	          9.435
          3.755	          9.530
          3.759	          9.625
          3.762	          9.720
          3.765	          9.820
          3.769	          9.915
